StateCode,Year,State,CO2 Emissions (Mmt),TotalNumberofInvestments,TotalAmountofAssistance,BDFDB,BDPRP,BFFDB,BFPRP,CLPRB,CLPRK,CLPRP,COPRK,EMFDB,ENPRP,GETCB,HYTCB,NCPRB,NGMPB,NGMPK,NGMPP,NUETB,PAPRB,PAPRP,REPRB,SOTCB,TEPRB,TETCB,WDEXB,WDPRB,WDTCB,WSTCB,WWPRB,WYTCB,GDP,energyConsumption,Population,energyPrice,totalExpenditure
UT,2015,Utah,63.61302159,80,1243588,9,2,9,2,325216,22.555,14419,5.717,0,0,4811,7164,18788,461219,1.106,417020,0,212307,37136,23993,980,1022734,798313,0,3765,3765,1430,5195,5833,141721,798313,2981835,17.22,"8,894.30"
UT,2016,Utah,58.82516698,114,612804,0,0,0,0,310453,22.223,13970,5.722,0,0,5287,7012,31057,401909,1.1,365269,0,174681,30528,36562,11167,923606,807711,0,3981,3981,1523,5504,7591,147962,807711,3041868,15.76,"8,396.50"
UT,2017,Utah,59.03113555,56,15437033,0,0,0,0,317768,22.182,14326,5.723,0,0,5239,11919,48162,346868,1.1,315211,0,197089,34438,53282,23097,915007,827453,0,3910,3910,1211,5120,7907,154367,827453,3101042,16.92,"9,262.20"
UT,2018,Utah,61.24871623,41,668749,0,0,0,0,305328,22.42,13619,5.706,0,0,4866,8440,44435,326320,1.103,295826,0,211790,37117,50358,23895,893795,844319,0,4963,4963,959,5922,7234,163327,844319,3153550,18.47,"10,437.10"
UT,2019,Utah,61.50322731,71,448561,0,0,0,0,326024,22.632,14405,5.698,0,0,3572,7793,42278,299544,1.102,271808,0,210450,36934,48225,23623,884243,855124,0,5028,5028,919,5947,7290,171135,855124,3205958,17.47,"10,038.00"
VA,2015,Virginia,107.6199041,31,2446464,259,48,6036,1060,365832,25.546,14321,5.717,5777,1012,1701,10795,13300,134220,1.052,127586,293455,63,11,137589,803,931160,2440821,0,97882,97882,20371,118254,0,455162,2440821,8361808,17.67,"28,475.60"
VA,2016,Virginia,110.0640459,49,853133,427,79,3632,641,335590,25.12,13359,5.722,3205,562,1701,13585,16391,126663,1.053,120288,310966,40,7,139807,1105,913066,2420341,7829,100463,92635,19320,119784,0,459966,2420341,8410106,16.26,"26,281.70"
VA,2017,Virginia,105.5838769,35,5764689,440,81,7654,1346,343642,25.079,13702,5.723,7215,1265,1701,10285,16020,121571,1.053,115452,319562,40,7,140979,4034,925794,2401427,7750,101834,94084,15470,117304,0,466725,2401427,8463587,17.48,"28,402.90"
VA,2018,Virginia,110.0554883,37,2735678,699,129,6898,1214,318949,24.512,13012,5.706,6199,1086,1701,16067,26009,117273,1.052,111476,305826,29,5,159914,8240,901990,2501044,8740,106680,97941,20327,127007,0,477820,2501044,8501286,19.05,"32,146.20"
VA,2019,Virginia,106.76702,34,4195235,323,60,853,153,320290,25.687,12469,5.698,530,93,1701,13529,25398,111869,1.052,106366,308013,34,6,142651,10167,882858,2460902,8715,97967,89252,18433,116400,0,487252,2460902,8535519,18.51,"31,204.20"
VT,2015,Vermont,6.126831312,33,47317173,0,0,0,0,0,0,0,0,0,0,29,10619,14724,0,0,0,0,0,0,38784,1044,38784,140546,0,23753,23753,307,24060,3032,29119,140546,625216,21.34,"2,692.30"
VT,2016,Vermont,5.913477445,37,873689,0,0,0,0,0,0,0,0,0,0,29,9948,14000,0,0,0,0,0,0,35637,1335,35637,135276,0,21418,21418,220,21638,2688,29408,135276,623657,19.91,"2,404.10"
VT,2017,Vermont,5.831030624,23,4591717,0,0,0,0,0,0,0,0,0,0,29,11796,16668,0,0,0,0,0,0,37792,2029,37792,134076,0,20957,20957,167,21124,2814,29501,134076,624344,21.5,"2,582.40"
VT,2018,Vermont,5.854279866,23,493740,0,0,0,0,0,0,0,0,0,0,29,11546,17225,0,0,0,0,0,0,41553,2252,41553,138642,0,24190,24190,137,24327,3399,29616,138642,624358,23.11,"2,834.80"
VT,2019,Vermont,6.020390617,27,1121855,0,0,0,0,0,0,0,0,0,0,29,11906,18063,0,0,0,0,0,0,40997,2767,40997,136905,0,22287,22287,646,22933,3361,29903,136905,623989,22.16,"2,735.70"
WA,2015,Washington,75.13711456,109,1978193,7251,1335,7251,1335,0,0,0,0,0,0,1136,684060,751781,0,0,0,85347,0,0,872328,649,957675,1995985,0,104876,104876,8421,113296,65936,441952,1995985,7163657,17.44,"21,867.90"
WA,2016,Washington,79.4036955,127,2515938,8373,1541,8373,1541,0,0,0,0,0,0,1136,723289,799624,0,0,0,100674,0,0,930780,957,1031454,2056396,0,114342,114342,8441,122783,74242,458264,2056396,7294771,15.89,"21,129.50"
WA,2017,Washington,79.11865344,104,6910234,9204,1694,9204,1694,0,0,0,0,0,0,1136,757151,823289,0,0,0,85013,0,0,950220,1201,1035233,2075340,0,109704,109704,8023,117726,63801,482824,2075340,7423362,17.78,"23,661.60"
WA,2018,Washington,78.65855426,104,3061489,10049,1850,10049,1850,0,0,0,0,0,0,1136,736362,810926,0,0,0,101502,0,0,937724,1506,1039226,2054390,0,109222,109222,7526,116749,71922,515630,2054390,7523869,19.71,"25,957.70"
WA,2019,Washington,84.16948233,88,18389113,9826,1808,9826,1808,0,0,0,0,0,0,1136,587893,650831,0,0,0,92584,0,0,779076,2341,871660,2078663,0,110500,110500,7919,118419,59461,535981,2078663,7614893,19.11,"25,789.80"
WI,2015,Wisconsin,99.85701526,107,3755629,2614,481,79450,13941,0,0,0,0,76836,13460,615,21813,37744,0,0,0,104666,0,0,223881,505,328547,1814408,0,97353,97353,9334,106687,14811,289077,1814408,5760940,16.97,"20,770.90"
WI,2016,Wisconsin,95.6153185,80,7777098,3245,597,82079,14424,0,0,0,0,78834,13827,615,25806,40993,0,0,0,106173,0,0,224249,583,330423,1801012,0,91748,91748,9430,101178,13989,291920,1801012,5772628,15.76,"19,154.90"
WI,2017,Wisconsin,98.64308793,95,2622475,1894,349,83624,14682,0,0,0,0,81729,14333,615,24481,41165,0,0,0,100919,0,0,224172,953,325091,1817947,0,90051,90051,9333,99384,15116,292311,1817947,5790186,16.74,"20,530.70"
WI,2018,Wisconsin,101.1727696,75,2067441,2953,544,89233,15657,0,0,0,0,86279,15113,615,21777,38588,0,0,0,105900,0,0,232096,1287,337996,1896601,0,95231,95231,9044,104275,14909,299416,1896601,5807406,17.52,"22,824.00"
WI,2019,Wisconsin,94.82242355,103,2915140,3491,643,88934,15643,0,0,0,0,85442,15000,615,23518,42338,0,0,0,104736,0,0,232452,1483,337188,1847846,0,92350,92350,8831,101181,16722,303891,1847846,5822434,16.91,"21,967.30"
WV,2015,West Virginia,91.96307825,69,491426,0,0,0,0,2447181,25.589,95633,5.717,0,0,32,12907,25858,1562536,1.188,1315248,0,66157,11572,37954,93,4113828,768657,0,11941,11941,155,12096,12825,70663,768657,1842050,16.88,"7,249.20"
WV,2016,West Virginia,94.48890006,54,614068,0,0,0,0,2041073,25.57,79823,5.722,0,0,32,15124,28482,1667404,1.204,1384458,0,43693,7636,39653,104,3791823,762366,0,11081,11081,90,11171,13222,70011,762366,1831023,16.45,"7,145.10"
WV,2017,West Virginia,90.84162772,88,673413,0,0,0,0,2390309,25.752,92821,5.723,0,0,32,15280,30937,1836375,1.213,1514278,0,49372,8627,41643,126,4317700,753016,0,10632,10632,75,10706,15499,71459,753016,1817004,17.61,"7,477.90"
WV,2018,West Virginia,89.14479553,48,946699,0,0,0,0,2468639,25.847,95510,5.706,0,0,32,16821,33107,2159553,1.219,1771698,0,72689,12739,45418,140,4746299,831311,0,12087,12087,225,12311,16114,73114,831311,1804291,18.79,"8,766.10"
WV,2019,West Virginia,85.44599619,44,790383,0,0,0,0,2422224,25.927,93425,5.698,0,0,32,15192,29912,2598072,1.205,2155214,0,98325,17256,41973,163,5160593,829454,0,11833,11833,227,12060,14525,72543,829454,1792147,17.83,"8,025.70"
WY,2015,Wyoming,64.09286316,18,249960,0,0,1192,209,6538240,17.399,375773,5.717,1192,209,663,8091,43791,1998295,1.105,1808519,0,494355,86471,49887,27,9080777,507121,0,4904,4904,2,4905,35009,40418,507121,585613,14.88,"4,446.90"
WY,2016,Wyoming,61.25999315,23,1359346,0,0,0,0,5169939,17.394,297218,5.722,0,0,663,8987,50206,1878141,1.129,1662909,0,415795,72666,54565,33,7518440,504984,0,4357,4357,2,4358,40522,38189,504984,584215,13.28,"3,990.80"
WY,2017,Wyoming,62.79648656,47,413987,0,0,0,0,5516757,17.433,316454,5.723,0,0,663,10352,50867,1788258,1.125,1590059,0,433655,75774,55916,45,7794586,534840,0,5049,5049,0,5049,39806,37429,534840,578931,14.51,"4,406.60"
WY,2018,Wyoming,63.84608066,53,573639,0,0,0,0,5315953,17.476,304188,5.706,0,0,663,8883,46550,1842525,1.125,1637517,0,502031,87983,51483,67,7711992,557604,0,4934,4934,0,4934,36936,37988,557604,577601,15.41,"4,961.60"
WY,2019,Wyoming,59.09664881,32,570570,0,0,0,0,4828513,17.437,276912,5.698,0,0,663,8838,48259,1684374,1.131,1488854,0,582170,102171,53228,1688,7148285,546671,0,4969,4969,0,4969,37070,38628,546671,578759,14.93,"4,694.60"
